,title,url,category
83,Đôi Đũa,https://www.google.com/maps/search/?api=1&query=%C4%90%C3%B4i%20%C4%90%C5%A9a&query_place_id=ChIJIb-5IywTcTERuR8T7aCBCLk,cafe_rooftop_Da_Lat
84,The Scent Boutique Hotel,https://www.google.com/maps/search/?api=1&query=The%20Scent%20Boutique%20Hotel&query_place_id=ChIJuygTCLwScTERFyxDwGzYXCU,cafe_rooftop_Da_Lat
85,Nhà hàng sân vườn. Mai Anh Đào,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20s%C3%A2n%20v%C6%B0%E1%BB%9Dn.%20Mai%20Anh%20%C4%90%C3%A0o&query_place_id=ChIJZeHPkgATcTERAmFx6CDrouY,cafe_rooftop_Da_Lat
86,Nhà hàng Đa Phú Đà Lạt,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20%C4%90a%20Ph%C3%BA%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJneT9SG1tcTERJjYL6ui51zQ,cafe_rooftop_Da_Lat
87,Triền Thông An Nhiên,https://www.google.com/maps/search/?api=1&query=Tri%E1%BB%81n%20Th%C3%B4ng%20An%20Nhi%C3%AAn&query_place_id=ChIJ90P5EeFtcTER4WXFQMWdds8,cafe_rooftop_Da_Lat
88,mỳ trộn trứng lòng đào. hủ tiếu khô,https://www.google.com/maps/search/?api=1&query=m%E1%BB%B3%20tr%E1%BB%99n%20tr%E1%BB%A9ng%20l%C3%B2ng%20%C4%91%C3%A0o.%20h%E1%BB%A7%20ti%E1%BA%BFu%20kh%C3%B4&query_place_id=ChIJWW0B3twTcTERMYS3dFoapgM,cafe_rooftop_Da_Lat
89,Dahill 196,https://www.google.com/maps/search/?api=1&query=Dahill%20196&query_place_id=ChIJ46_P-kUTcTERz040ndkhuko,nha_nghi_Da_Lat
90,D Home Đà Lạt 3,https://www.google.com/maps/search/?api=1&query=D%20Home%20%C4%90%C3%A0%20L%E1%BA%A1t%203&query_place_id=ChIJBQ_YuBNtcTER0_daYX2HRmg,nha_nghi_Da_Lat
91,Quán lẩu gà lá é Tao ngộ,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20l%E1%BA%A9u%20g%C3%A0%20l%C3%A1%20%C3%A9%20Tao%20ng%E1%BB%99&query_place_id=ChIJwaQ4JyUTcTERK-93WMATbhA,cafe_rooftop_Da_Lat
92,"Chân gà sốt thái,chân gà sả tắc,banh trang phơi sương,ngoc minh",https://www.google.com/maps/search/?api=1&query=Ch%C3%A2n%20g%C3%A0%20s%E1%BB%91t%20th%C3%A1i%2Cch%C3%A2n%20g%C3%A0%20s%E1%BA%A3%20t%E1%BA%AFc%2Cbanh%20trang%20ph%C6%A1i%20s%C6%B0%C6%A1ng%2Cngoc%20minh&query_place_id=ChIJ8-zncMUScTERb3xNpJfBWMM,cafe_rooftop_Da_Lat
93,Thông vi vu - Tiệm nước Vẽ tranh,https://www.google.com/maps/search/?api=1&query=Th%C3%B4ng%20vi%20vu%20-%20Ti%E1%BB%87m%20n%C6%B0%E1%BB%9Bc%20V%E1%BA%BD%20tranh&query_place_id=ChIJ7UexjfMTcTERU87S6G7tM94,cafe_rooftop_Da_Lat
94,Bao tiền một mớ bình yên,https://www.google.com/maps/search/?api=1&query=Bao%20ti%E1%BB%81n%20m%E1%BB%99t%20m%E1%BB%9B%20b%C3%ACnh%20y%C3%AAn&query_place_id=ChIJ49OKQ9ITcTER5QbbX05oUwc,cafe_rooftop_Da_Lat
95,Horizon Coffee - BBQ,https://www.google.com/maps/search/?api=1&query=Horizon%20Coffee%20-%20BBQ&query_place_id=ChIJ_3HmQsMTcTERM_WaDP3Z1gU,cafe_rooftop_Da_Lat
96,ToNgo Coffee,https://www.google.com/maps/search/?api=1&query=ToNgo%20Coffee&query_place_id=ChIJo_lcrf8TcTERHuAKNnjADDg,cafe_rooftop_Da_Lat
97,Tiệm cà phê Góc của Tùng,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20c%C3%A0%20ph%C3%AA%20G%C3%B3c%20c%E1%BB%A7a%20T%C3%B9ng&query_place_id=ChIJ79RR4KgTcTERrO33RG7cMHo,cafe_rooftop_Da_Lat
98,Mai tiệm lẩu nướng,https://www.google.com/maps/search/?api=1&query=Mai%20ti%E1%BB%87m%20l%E1%BA%A9u%20n%C6%B0%E1%BB%9Bng&query_place_id=ChIJWcinTpwTcTERARdI06MmI8g,cafe_rooftop_Da_Lat
99,LA FORÊT BY STORII,https://www.google.com/maps/search/?api=1&query=LA%20FOR%C3%8AT%20BY%20STORII&query_place_id=ChIJT1kCMvMTcTERs7eEZwxOYpE,cafe_rooftop_Da_Lat
100,Mot Ngay Tot Lanh Coffee Shop,https://www.google.com/maps/search/?api=1&query=Mot%20Ngay%20Tot%20Lanh%20Coffee%20Shop&query_place_id=ChIJQ-AGnnwTcTERl5y1htuI1Ko,cafe_rooftop_Da_Lat
101,DaLat Coffee,https://www.google.com/maps/search/?api=1&query=DaLat%20Coffee&query_place_id=ChIJ4xKfb58TcTERkm7BpdBL9XA,cafe_rooftop_Da_Lat
102,Hoa Xương Rồng - Quán Cà Phê Trung Tâm TP Đà Lạt,https://www.google.com/maps/search/?api=1&query=Hoa%20X%C6%B0%C6%A1ng%20R%E1%BB%93ng%20-%20Qu%C3%A1n%20C%C3%A0%20Ph%C3%AA%20Trung%20T%C3%A2m%20TP%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJj46WxHMTcTERcfvCk3rrwv0,cafe_rooftop_Da_Lat
103,Moon Dining,https://www.google.com/maps/search/?api=1&query=Moon%20Dining&query_place_id=ChIJa7kF1ZUTcTERS2YSxffS_54,cafe_rooftop_Da_Lat
104,Tiệm cà phê Bình Minh Ơi,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20c%C3%A0%20ph%C3%AA%20B%C3%ACnh%20Minh%20%C6%A0i&query_place_id=ChIJ0auSaVETcTERn_zqE5Mxz0Q,cafe_rooftop_Da_Lat
105,Dâu Homestay Bbq Đà Lạt,https://www.google.com/maps/search/?api=1&query=D%C3%A2u%20Homestay%20Bbq%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJV8XMOQoTcTERGO-hOs4ByeM,cafe_rooftop_Da_Lat
106,Poy Cafe,https://www.google.com/maps/search/?api=1&query=Poy%20Cafe&query_place_id=ChIJVUz6fABtcTER0CStRCSZYm8,cafe_rooftop_Da_Lat
107,BOHO CORNER,https://www.google.com/maps/search/?api=1&query=BOHO%20CORNER&query_place_id=ChIJAVbd1gsTcTERaGvz1oTeU2M,cafe_rooftop_Da_Lat
108,BOTEA Woodfire,https://www.google.com/maps/search/?api=1&query=BOTEA%20Woodfire&query_place_id=ChIJJa8_KSUTcTERLFnU9LZlFZY,cafe_rooftop_Da_Lat
